1,2,1,0,2,8,8,2,4,1,6,NaN,NaN,3,16.23
1,3,1,0,1,6,7,2,4,0,8,3,4.9095,3,17.01
1,4,1,0,3,8,8,2,4,0,2,NaN,NaN,3,17.01
1,5,1,0,1,8,6,2,4,0,2,NaN,NaN,3,17.01
1,6,1,0,2,6,5,2,4,1,2,NaN,NaN,3,16.21
1,7,1,0,1,8,7,2,4,0,1,8,3.877,3,17.03
1,8,1,0,3,6,4,2,4,0,6,3,3.6215,3,17.01
1,9,1,0,2,15,11,2,4,1,7,11,1.7092,3,16.29
1,10,1,0,3,9,5,2,4,0,7,9,4.0392,3,17.01
1,11,1,0,1,7,9,2,4,0,3,1,2.5544,3,17.03
1,12,1,0,3,11,7,2,4,0,1,2,2.872,3,17.03
1,13,1,0,1,6,6,2,4,0,1,9,2.8818,3,17.02
1,14,1,0,3,7,3,2,4,0,8,NaN,NaN,3,17.02
1,15,1,0,1,6,4,2,4,0,8,1,1.6075,3,17.01
1,16,1,0,2,8,9,2,4,1,7,NaN,NaN,3,16.24
1,17,1,0,1,7,4,2,4,0,1,9,2.7407,3,17.01
1,18,1,0,3,10,6,2,4,0,5,8,2.0196,3,17.01
1,19,1,0,1,9,4,2,4,0,1,NaN,NaN,3,17.01
1,20,1,0,2,9,6,2,4,1,6,NaN,NaN,3,16.19
1,21,1,0,1,8,3,2,4,0,7,9,3.1025,3,17.01
1,22,1,0,3,6,5,2,4,0,8,NaN,NaN,3,17.01
1,23,1,0,1,9,7,2,4,0,3,NaN,NaN,3,17
1,24,1,0,2,8,4,2,4,1,3,NaN,NaN,3,16.14
1,25,1,0,2,8,6,2,4,1,1,4,7.2786,3,16.21
1,26,1,0,3,6,5,2,4,0,7,3,1.9747,3,17.01
1,27,1,0,1,5,4,2,4,0,5,7,1.1514,3,17.01
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
2,2,3,0,3,10,9,2,4,0,7,3,1.1434,3,22.03
2,3,3,0,2,12,7,2,4,1,4,11,1.6417,3,22.26
2,4,3,0,3,7,8,2,4,0,7,12,5.4025,3,22.01
2,5,3,0,2,9,4,2,4,1,6,9,2.116,3,22.23
2,6,3,0,3,12,9,2,4,0,8,8,1.9845,3,22.01
2,7,3,0,2,11,8,2,4,1,4,5,1.547,3,22.34
2,8,3,0,3,11,5,2,4,0,2,9,1.2826,3,22.01
2,9,3,0,1,10,5,2,4,0,8,NaN,NaN,3,22.03
2,10,3,0,3,12,6,2,4,0,2,2,1.6528,3,22.03
2,11,3,0,1,10,6,2,4,0,4,4,3.369,3,22.01
2,12,3,0,3,11,6,2,4,0,3,11,2.361,3,22.03
2,13,3,0,2,13,7,2,4,1,4,11,1.3405,3,22.24
2,14,3,0,3,10,4,2,4,0,2,1,2.1376,3,22.01
2,15,3,0,2,8,6,2,4,1,8,3,3.2186,3,22.26
2,16,3,0,3,13,10,2,4,0,3,NaN,NaN,3,22.01
2,17,3,0,1,9,10,2,4,0,4,NaN,NaN,3,22.03
2,18,3,0,3,10,8,2,4,0,8,NaN,NaN,3,22.01
2,19,3,0,2,12,7,2,4,1,7,12,2.2495,3,22.33
2,20,3,0,3,10,9,2,4,0,3,9,1.9374,3,22.01
2,21,3,0,2,9,6,2,4,1,3,2,1.8085,3,22.26
2,22,3,0,3,13,7,2,4,0,5,11,1.34,3,22.01
2,23,3,0,2,12,7,2,4,1,6,11,1.1688,3,22.18
2,24,3,0,3,10,10,2,4,0,5,10,2.3692,3,22.01
2,25,3,0,2,10,9,2,4,1,8,NaN,NaN,3,22.36
2,26,3,0,3,13,7,2,4,0,6,NaN,NaN,3,22.01
2,27,3,0,1,9,9,2,4,0,6,NaN,NaN,3,22.03
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
3,2,1,0,3,15,8,4,2,0,3,3,2.5205,3,17.01
3,3,1,0,1,13,10,4,2,0,8,1,2.1906,3,17.01
3,4,1,0,3,14,7,4,2,0,7,7,2.7208,3,17.01
3,5,1,0,2,18,11,4,2,1,6,7,1.8689,3,16.31
3,6,1,0,3,9,7,4,2,0,2,2,4.3671,3,17.03
3,7,1,0,1,15,6,4,2,0,8,8,2.0879,3,17.03
3,8,1,0,3,15,8,4,2,0,4,4,1.5864,3,17.02
3,9,1,0,2,16,9,4,2,1,7,7,1.885,3,16.27
3,10,1,0,3,18,10,4,2,0,8,3,4.4889,3,17.02
3,11,1,0,2,13,5,4,2,1,8,8,1.585,3,16.19
3,12,1,0,2,14,8,4,2,1,7,8,2.0665,3,16.34
3,13,1,0,1,15,9,4,2,0,8,5,3.236,3,17
3,14,1,0,3,15,4,4,2,0,3,3,1.4211,3,17.03
3,15,1,0,1,14,10,4,2,0,5,2,7.2239,3,17.02
3,16,1,0,3,18,11,4,2,0,1,7,3.3779,3,17.01
3,17,1,0,1,14,10,4,2,0,8,8,3.8067,3,17.03
3,18,1,0,3,13,10,4,2,0,5,8,1.6204,3,17.02
3,19,1,0,1,17,9,4,2,0,5,5,2.3088,3,17.01
3,20,1,0,2,12,7,4,2,1,5,5,2.4512,3,16.26
3,21,1,0,1,13,7,4,2,0,4,4,1.8865,3,17.01
3,22,1,0,3,13,6,4,2,0,1,1,2.1537,3,17.01
3,23,1,0,1,13,8,4,2,0,6,6,3.1687,3,17.01
3,24,1,0,3,13,5,4,2,0,1,2,2.4549,3,17.01
3,25,1,0,1,11,9,4,2,0,5,8,7.923,3,17.01
3,26,1,0,3,17,10,4,2,0,3,5,2.7763,3,17.01
3,27,1,0,2,12,6,4,2,1,6,6,3.5079,3,16.27
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
4,2,3,0,3,19,8,4,2,0,8,3,2.1511,3,22.03
4,3,3,0,1,14,13,4,2,0,3,2,2.9899,3,22.01
4,4,3,0,2,21,9,4,2,1,1,1,1.7405,3,22.29
4,5,3,0,1,16,11,4,2,0,8,8,3.2165,3,22.01
4,6,3,0,3,15,11,4,2,0,7,8,2.7206,3,22.03
4,7,3,0,1,20,10,4,2,0,5,5,6.8137,3,22.02
4,8,3,0,3,19,12,4,2,0,4,2,2.2467,3,22.01
4,9,3,0,2,17,10,4,2,1,4,7,1.7529,3,22.41
4,10,3,0,3,16,14,4,2,0,7,8,2.0389,3,22.01
4,11,3,0,2,23,8,4,2,1,8,5,2.0838,3,22.28
4,12,3,0,3,22,13,4,2,0,4,5,2.7041,3,22.03
4,13,3,0,2,20,14,4,2,1,6,3,2.7665,3,22.36
4,14,3,0,2,23,14,4,2,1,5,7,2.8407,3,22.48
4,15,3,0,1,21,11,4,2,0,3,3,2.9196,3,22.03
4,16,3,0,3,17,12,4,2,0,8,8,3.143,3,22.02
4,17,3,0,2,18,9,4,2,1,8,5,1.9181,3,22.31
4,18,3,0,3,21,9,4,2,0,1,1,2.5428,3,22.01
4,19,3,0,1,17,9,4,2,0,5,5,1.9517,3,22.01
4,20,3,0,2,14,14,4,2,1,8,7,2.1519,3,22.51
4,21,3,0,1,22,11,4,2,0,5,5,1.8533,3,22.01
4,22,3,0,3,18,8,4,2,0,3,8,1.8408,3,22.01
4,23,3,0,1,22,11,4,2,0,6,8,1.9121,3,22.01
4,24,3,0,3,23,11,4,2,0,1,1,2.3209,3,22.03
4,25,3,0,2,20,8,4,2,1,2,1,3.9363,3,22.44
4,26,3,0,3,21,12,4,2,0,1,1,4.6481,3,22.03
4,27,3,0,2,21,12,4,2,1,3,8,2.2094,3,22.54
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
5,2,3,0,2,12,8,2,4,1,7,7,44.232,3,22.24
5,3,3,0,1,9,6,2,4,0,5,5,5.4819,3,22.01
5,4,3,0,3,9,4,2,4,0,6,6,30.199,3,22.01
5,5,3,0,1,13,7,2,4,0,6,7,3.017,3,22.01
5,6,3,0,2,12,6,2,4,1,3,3,4.3823,3,22.18
5,7,3,0,1,10,7,2,4,0,8,7,2.6005,3,22.01
5,8,3,0,3,9,9,2,4,0,6,5,1.7848,3,22.03
5,9,3,0,1,9,9,2,4,0,2,1,3.717,3,22.01
5,10,3,0,3,8,7,2,4,0,3,3,4.2344,3,22.01
5,11,3,0,1,10,8,2,4,0,2,4,2.1479,3,22.01
5,12,3,0,3,12,7,2,4,0,2,2,7.2034,3,22.01
5,13,3,0,2,8,7,2,4,1,4,4,2.567,3,22.26
5,14,3,0,2,9,7,2,4,1,3,3,2.6186,3,22.23
5,15,3,0,2,11,5,2,4,1,2,2,3.3338,3,22.25
5,16,3,0,3,10,6,2,4,0,5,4,4.7878,3,22.03
5,17,3,0,1,11,6,2,4,0,6,6,2.9019,3,22.03
5,18,3,0,3,12,8,2,4,0,8,4,11.982,3,22.03
5,19,3,0,1,9,4,2,4,0,4,4,1.7087,3,22.01
5,20,3,0,3,10,4,2,4,0,2,2,12.681,3,22.01
5,21,3,0,1,12,9,2,4,0,5,5,2.5205,3,22.01
5,22,3,0,2,11,6,2,4,1,7,7,2.9667,3,22.24
5,23,3,0,2,10,5,2,4,1,1,8,4.6078,3,22.3
5,24,3,0,3,6,9,2,4,0,2,2,3.4681,3,22.01
5,25,3,0,1,11,5,2,4,0,6,6,2.5413,3,22.01
5,26,3,0,2,11,4,2,4,1,8,8,3.4706,3,22.24
5,27,3,0,1,11,8,2,4,0,8,7,2.6353,3,22.01
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
6,2,1,0,3,7,5,2,4,0,1,4,1.943,3,17.01
6,3,1,0,1,7,5,2,4,0,8,3,7.75,3,17.01
6,4,1,0,2,9,8,2,4,1,8,8,2.5183,3,16.17
6,5,1,0,1,8,3,2,4,0,5,7,3.2607,3,17.01
6,6,1,0,2,7,4,2,4,1,7,7,1.4849,3,16.21
6,7,1,0,1,6,4,2,4,0,1,1,7.1561,3,17.02
6,8,1,0,3,6,4,2,4,0,7,7,1.6178,3,17.01
6,9,1,0,1,8,7,2,4,0,5,1,3.2497,3,17.03
6,10,1,0,2,9,6,2,4,1,3,3,2.22,3,16.21
6,11,1,0,2,5,4,2,4,1,3,3,2.3012,3,16.17
6,12,1,0,3,9,5,2,4,0,2,NaN,NaN,3,17.01
6,13,1,0,1,8,6,2,4,0,7,2,3.568,3,17.02
6,14,1,0,2,10,5,2,4,1,3,3,1.6497,3,16.22
6,15,1,0,1,5,5,2,4,0,3,8,2.6371,3,17.01
6,16,1,0,3,8,5,2,4,0,6,6,3.3537,3,17.01
6,17,1,0,1,6,4,2,4,0,4,5,1.9517,3,17.02
6,18,1,0,3,8,8,2,4,0,3,3,2.3999,3,17.02
6,19,1,0,1,7,5,2,4,0,6,6,2.2323,3,17.01
6,20,1,0,3,4,4,2,4,0,4,1,3.4255,3,17.01
6,21,1,0,1,8,3,2,4,0,3,7,1.8519,3,17.01
6,22,1,0,3,11,6,2,4,0,3,3,2.0725,3,17.03
6,23,1,0,2,8,3,2,4,1,1,1,3.3048,3,16.09
6,24,1,0,3,6,6,2,4,0,2,4,1.4535,3,17.01
6,25,1,0,1,10,6,2,4,0,1,1,2.2682,3,17.02
6,26,1,0,3,9,7,2,4,0,1,7,1.8665,3,17.01
6,27,1,0,1,8,4,2,4,0,5,5,2.9003,3,17.01
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
7,2,3,0,3,19,12,4,2,0,5,1,2.9188,3,22.01
7,3,3,0,2,20,11,4,2,1,1,3,4.3175,3,22.33
7,4,3,0,2,16,9,4,2,1,2,2,2.3124,3,22.31
7,5,3,0,1,20,10,4,2,0,3,3,1.9686,3,22.01
7,6,3,0,3,19,13,4,2,0,3,6,4.0225,3,22.02
7,7,3,0,1,16,13,4,2,0,1,5,2.5108,3,22.01
7,8,3,0,3,17,11,4,2,0,3,5,1.9203,3,22.03
7,9,3,0,1,18,9,4,2,0,8,4,2.0545,3,22.03
7,10,3,0,3,20,8,4,2,0,3,7,4.071,3,22.01
7,11,3,0,1,21,10,4,2,0,1,1,2.8129,3,22.01
7,12,3,0,2,24,10,4,2,1,4,4,3.0099,3,22.33
7,13,3,0,1,19,9,4,2,0,7,5,3.4437,3,22.03
7,14,3,0,2,20,11,4,2,1,7,5,9.2429,3,22.29
7,15,3,0,1,19,8,4,2,0,7,1,8.0092,3,22.03
7,16,3,0,3,22,9,4,2,0,1,1,2.7269,3,22.03
7,17,3,0,1,19,7,4,2,0,8,4,4.2294,3,22.01
7,18,3,0,3,18,8,4,2,0,1,1,1.4946,3,22.01
7,19,3,0,1,21,11,4,2,0,5,5,7.419,3,22.01
7,20,3,0,3,24,12,4,2,0,7,1,13.639,3,22.01
7,21,3,0,1,21,5,4,2,0,1,7,8.872,3,22.01
7,22,3,0,2,20,9,4,2,1,5,3,3.2773,3,22.27
7,23,3,0,1,20,8,4,2,0,3,7,9.1802,3,22.03
7,24,3,0,3,17,8,4,2,0,8,8,10.156,3,22.01
7,25,3,0,1,18,8,4,2,0,5,5,1.907,3,22.01
7,26,3,0,3,22,10,4,2,0,4,4,8.6382,3,22.03
7,27,3,0,1,22,10,4,2,0,1,4,2.3531,3,22.01
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
8,2,1,0,3,14,5,4,2,0,7,1,1.9432,3,17.01
8,3,1,0,1,14,9,4,2,0,5,5,3.0374,3,17.01
8,4,1,0,3,14,7,4,2,0,5,5,1.5998,3,17.01
8,5,1,0,2,16,6,4,2,1,3,3,2.0535,3,16.22
8,6,1,0,3,14,8,4,2,0,3,7,2.5172,3,17.03
8,7,1,0,1,15,10,4,2,0,4,4,1.8651,3,17.03
8,8,1,0,3,14,5,4,2,0,2,5,1.7455,3,17.01
8,9,1,0,1,13,5,4,2,0,1,1,1.586,3,17.03
8,10,1,0,3,14,7,4,2,0,8,8,3.0337,3,17.03
8,11,1,0,1,15,6,4,2,0,7,7,3.4192,3,17.02
8,12,1,0,3,15,8,4,2,0,5,5,1.4857,3,17.03
8,13,1,0,1,15,6,4,2,0,1,7,2.7199,3,17.02
8,14,1,0,3,17,4,4,2,0,8,6,4.0612,3,17.01
8,15,1,0,1,13,5,4,2,0,1,1,3.3799,3,17.01
8,16,1,0,2,15,5,4,2,1,1,1,1.4534,3,16.24
8,17,1,0,1,10,6,4,2,0,5,1,1.8713,3,17.01
8,18,1,0,3,15,5,4,2,0,8,8,3.0235,3,17.01
8,19,1,0,2,13,4,4,2,1,1,1,1.5864,3,16.21
8,20,1,0,3,18,5,4,2,0,3,3,1.9193,3,17.01
8,21,1,0,1,14,8,4,2,0,3,2,2.3072,3,17.01
8,22,1,0,3,15,4,4,2,0,2,8,2.4429,3,17.02
8,23,1,0,2,13,7,4,2,1,2,2,1.6677,3,16.24
8,24,1,0,2,16,6,4,2,1,4,4,2.3324,3,16.24
8,25,1,0,2,17,6,4,2,1,6,6,4.7067,3,16.24
8,26,1,0,2,12,6,4,2,1,4,4,2.202,3,16.22
8,27,1,0,2,12,6,4,2,1,2,2,1.8336,3,16.17
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
9,2,1,0,3,15,6,4,2,0,8,8,5.8033,3,17.01
